9,48,1,3
9,47,1,1
9,46,1,1
9,45,1,1
9,50,2,2
9,49,2,3
9,48,2,1
9,47,2,1
9,46,2,1
9,51,3,2
9,50,3,3
9,49,3,1
9,48,3,1
9,47,3,1
9,52,4,2
9,51,4,3
9,50,4,1
9,49,4,1
9,48,4,1
9,53,5,2
9,52,5,3
9,51,5,1
9,50,5,1
9,49,5,1
9,54,6,2
9,53,6,3
9,52,6,1
9,51,6,1
9,50,6,1
9,55,7,2
9,54,7,3
9,53,7,1
9,52,7,1
9,51,7,1
9,56,8,2
9,55,8,3
9,54,8,1
9,53,8,1
9,52,8,1
9,56,9,2
9,55,9,3
9,54,9,1
9,53,9,1
9,52,9,1
